customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
11425,24,74900.0,MORTGAGE,5,VENTURE,A,18300.0,10.99,4,Yes,2,NO DEFAULT
11426,24,74900.0,MORTGAGE,8,VENTURE,A,3500.0,6.39,4,Yes,2,NO DEFAULT
11427,24,54000.0,RENT,1,DEBT CONSOLIDATION,C,10000.0,14.11,4,No,4,DEFAULT
11428,22,54000.0,RENT,6,EDUCATION,B,10000.0,13.79,2,No,4,DEFAULT
11429,24,60000.0,RENT,6,VENTURE,A,10000.0,9.32,4,Yes,2,NO DEFAULT
11430,23,75000.0,MORTGAGE,5,EDUCATION,A,31825.0,7.9,3,Yes,2,NO DEFAULT
11431,23,54000.0,RENT,7,PERSONAL,C,10000.0,14.11,3,No,2,DEFAULT
11432,25,60000.0,RENT,2,HOME IMPROVEMENT,B,10000.0,12.09,5,Yes,2,NO DEFAULT
11433,22,54000.0,RENT,2,MEDICAL,C,10000.0,13.36,2,Yes,3,DEFAULT
11434,23,54000.0,RENT,1,EDUCATION,C,10000.0,13.67,3,Yes,3,DEFAULT
11435,25,75000.0,MORTGAGE,9,MEDICAL,B,4800.0,15.27,5,Yes,3,NO DEFAULT
11436,23,75000.0,OWN,6,VENTURE,A,24000.0,7.9,3,Yes,3,NO DEFAULT
11437,23,75000.0,MORTGAGE,7,VENTURE,A,5400.0,12.69,3,Yes,2,NO DEFAULT
11438,24,60629.0,RENT,7,HOME IMPROVEMENT,A,10000.0,7.51,4,Yes,2,NO DEFAULT
11439,26,75000.0,MORTGAGE,10,VENTURE,A,5000.0,9.91,6,Yes,3,NO DEFAULT
11440,22,61500.0,RENT,3,MEDICAL,B,10000.0,14.22,2,Yes,2,NO DEFAULT
11441,23,62000.0,RENT,3,EDUCATION,B,10000.0,13.49,3,Yes,4,NO DEFAULT
11442,23,75000.0,MORTGAGE,7,PERSONAL,A,10200.0,6.03,3,Yes,2,NO DEFAULT
11443,23,62000.0,RENT,4,MEDICAL,B,10000.0,14.27,3,Yes,3,NO DEFAULT
11444,26,56000.0,RENT,10,HOME IMPROVEMENT,A,10000.0,12.69,6,No,2,DEFAULT
11445,26,75000.0,MORTGAGE,7,DEBT CONSOLIDATION,A,6500.0,8.9,6,Yes,4,NO DEFAULT
11446,22,69000.0,MORTGAGE,6,PERSONAL,A,15000.0,10.65,2,No,4,DEFAULT
11447,26,75000.0,MORTGAGE,10,PERSONAL,B,10000.0,13.49,6,Yes,4,NO DEFAULT
11449,23,75000.0,OWN,4,EDUCATION,B,5000.0,14.65,3,Yes,4,NO DEFAULT
11451,23,75000.0,MORTGAGE,4,VENTURE,A,12000.0,9.91,3,Yes,2,NO DEFAULT
11452,24,75000.0,MORTGAGE,4,PERSONAL,B,11125.0,13.49,4,Yes,4,NO DEFAULT
11453,25,75000.0,MORTGAGE,4,VENTURE,C,8000.0,16.29,5,Yes,3,NO DEFAULT
11456,24,75000.0,MORTGAGE,3,VENTURE,B,15600.0,10.99,4,Yes,4,NO DEFAULT
11458,25,75000.0,MORTGAGE,4,VENTURE,A,24000.0,9.91,5,Yes,2,NO DEFAULT
11459,22,75000.0,MORTGAGE,6,EDUCATION,A,14950.0,9.91,2,Yes,4,NO DEFAULT
11460,24,75000.0,MORTGAGE,4,VENTURE,A,16000.0,12.42,4,Yes,2,NO DEFAULT
11461,22,75000.0,MORTGAGE,6,MEDICAL,B,15000.0,14.27,2,Yes,2,NO DEFAULT
11463,25,75000.0,MORTGAGE,9,HOME IMPROVEMENT,A,7200.0,10.99,5,Yes,4,NO DEFAULT
11467,26,69000.0,MORTGAGE,4,PERSONAL,A,14400.0,10.65,6,No,3,DEFAULT
11469,24,75000.0,MORTGAGE,8,DEBT CONSOLIDATION,A,7000.0,7.9,4,Yes,4,NO DEFAULT
11471,23,75000.0,MORTGAGE,3,VENTURE,A,14400.0,6.03,3,Yes,4,NO DEFAULT
11472,23,75000.0,MORTGAGE,2,MEDICAL,A,14000.0,10.65,3,Yes,3,NO DEFAULT
11475,24,75000.0,MORTGAGE,7,EDUCATION,C,8000.0,16.29,4,Yes,4,NO DEFAULT
11476,26,75000.0,OWN,10,MEDICAL,A,9250.0,12.69,6,Yes,4,NO DEFAULT
11478,23,75000.0,OWN,5,PERSONAL,A,21000.0,12.42,3,Yes,2,NO DEFAULT
11481,25,75000.0,MORTGAGE,4,HOME IMPROVEMENT,B,12000.0,13.49,5,Yes,4,NO DEFAULT
11483,24,75000.0,MORTGAGE,4,HOME IMPROVEMENT,A,15000.0,6.03,4,Yes,2,NO DEFAULT
11484,23,75000.0,MORTGAGE,5,VENTURE,A,12000.0,7.51,3,Yes,3,NO DEFAULT
11485,22,75000.0,MORTGAGE,6,EDUCATION,A,14825.0,12.69,2,Yes,3,NO DEFAULT
11486,24,62000.0,RENT,3,HOME IMPROVEMENT,B,10000.0,13.49,4,Yes,3,NO DEFAULT
11487,22,75000.0,MORTGAGE,2,MEDICAL,A,8150.0,7.51,2,Yes,4,NO DEFAULT
11488,23,62000.0,RENT,1,DEBT CONSOLIDATION,A,10000.0,8.94,3,Yes,2,NO DEFAULT
11489,23,75000.0,MORTGAGE,7,EDUCATION,A,16100.0,7.9,3,Yes,3,NO DEFAULT
11490,22,62000.0,RENT,6,DEBT CONSOLIDATION,A,10000.0,10.99,2,Yes,4,NO DEFAULT
11491,22,69000.0,MORTGAGE,1,EDUCATION,B,17000.0,15.27,2,No,3,DEFAULT
11492,26,62000.0,RENT,1,DEBT CONSOLIDATION,A,10000.0,11.26,6,Yes,2,NO DEFAULT
11493,24,75000.0,MORTGAGE,3,VENTURE,A,16000.0,6.62,4,Yes,2,NO DEFAULT
11494,22,62322.0,RENT,7,EDUCATION,A,10000.0,10.99,2,Yes,2,NO DEFAULT
11495,22,62364.0,RENT,2,EDUCATION,A,10000.0,10.99,2,Yes,2,NO DEFAULT
11496,25,62366.0,RENT,8,EDUCATION,A,10000.0,8.94,5,Yes,2,NO DEFAULT
11497,23,75000.0,MORTGAGE,6,EDUCATION,A,5000.0,6.03,3,Yes,4,NO DEFAULT
11498,23,62400.0,RENT,4,DEBT CONSOLIDATION,B,10000.0,12.87,3,Yes,4,NO DEFAULT
11499,25,69000.0,MORTGAGE,4,EDUCATION,B,4500.0,14.65,5,Yes,2,DEFAULT
11500,24,75000.0,MORTGAGE,7,HOME IMPROVEMENT,B,12000.0,13.49,4,Yes,4,NO DEFAULT
11501,22,75000.0,MORTGAGE,3,VENTURE,C,28000.0,15.62,2,Yes,4,NO DEFAULT
11502,26,75000.0,MORTGAGE,5,VENTURE,A,15000.0,8.49,6,Yes,3,NO DEFAULT
11503,26,75000.0,OWN,10,VENTURE,A,7000.0,10.59,6,Yes,4,NO DEFAULT
11504,21,75000.0,MORTGAGE,4,EDUCATION,A,7125.0,9.99,1,Yes,4,NO DEFAULT
11505,26,75000.0,MORTGAGE,8,DEBT CONSOLIDATION,B,7200.0,15.23,6,Yes,4,NO DEFAULT
11506,24,75000.0,MORTGAGE,7,EDUCATION,A,8500.0,6.99,4,Yes,3,NO DEFAULT
11507,25,75000.0,OWN,6,MEDICAL,A,11000.0,8.49,5,Yes,3,NO DEFAULT
11508,25,75000.0,MORTGAGE,5,EDUCATION,A,5800.0,10.99,5,Yes,2,NO DEFAULT
11509,24,75000.0,OWN,8,HOME IMPROVEMENT,A,29800.0,10.99,4,Yes,4,NO DEFAULT
11510,23,75000.0,MORTGAGE,4,DEBT CONSOLIDATION,A,4200.0,7.49,3,Yes,4,NO DEFAULT
11511,26,75000.0,MORTGAGE,6,MEDICAL,A,6375.0,5.99,6,Yes,3,NO DEFAULT
11512,25,75000.0,MORTGAGE,7,DEBT CONSOLIDATION,A,15000.0,9.99,5,Yes,4,NO DEFAULT
11513,21,75000.0,MORTGAGE,5,VENTURE,A,14125.0,10.99,1,Yes,2,NO DEFAULT
11514,26,75000.0,MORTGAGE,9,EDUCATION,B,4000.0,12.99,6,Yes,2,NO DEFAULT
11515,23,75000.0,MORTGAGE,4,PERSONAL,A,7000.0,8.49,3,Yes,2,NO DEFAULT
11516,26,75000.0,MORTGAGE,5,HOME IMPROVEMENT,A,12500.0,5.99,6,Yes,2,NO DEFAULT
11517,25,64800.0,RENT,5,HOME IMPROVEMENT,A,10000.0,7.88,5,Yes,4,NO DEFAULT
11518,23,75000.0,OWN,5,PERSONAL,A,5000.0,8.49,3,Yes,4,NO DEFAULT
11519,26,69000.0,MORTGAGE,10,HOME IMPROVEMENT,C,6200.0,15.99,6,No,2,DEFAULT
11520,22,69000.0,MORTGAGE,6,DEBT CONSOLIDATION,C,10000.0,15.62,2,Yes,2,DEFAULT
11521,24,75000.0,MORTGAGE,4,DEBT CONSOLIDATION,B,11200.0,13.99,4,Yes,4,NO DEFAULT
11522,22,75000.0,MORTGAGE,6,EDUCATION,A,11000.0,5.42,2,Yes,2,NO DEFAULT
11523,24,65000.0,RENT,3,PERSONAL,A,10000.0,12.42,4,Yes,2,NO DEFAULT
11524,26,75000.0,MORTGAGE,4,HOME IMPROVEMENT,A,7000.0,6.99,6,Yes,2,NO DEFAULT
11525,26,65000.0,RENT,5,HOME IMPROVEMENT,B,10000.0,14.27,6,Yes,4,NO DEFAULT
11526,23,65000.0,RENT,4,EDUCATION,A,10000.0,11.49,3,Yes,4,NO DEFAULT
11527,24,75000.0,MORTGAGE,8,MEDICAL,B,8000.0,15.23,4,Yes,3,NO DEFAULT
11528,21,65000.0,RENT,1,EDUCATION,A,10000.0,9.99,1,Yes,2,NO DEFAULT
11529,26,65000.0,RENT,1,PERSONAL,A,10000.0,7.66,6,Yes,3,NO DEFAULT
11530,21,75000.0,MORTGAGE,5,PERSONAL,A,9000.0,5.99,1,Yes,4,NO DEFAULT
11531,24,65000.0,RENT,5,HOME IMPROVEMENT,C,10000.0,15.65,4,Yes,4,NO DEFAULT
11532,22,65000.0,RENT,1,DEBT CONSOLIDATION,A,10000.0,10.0,2,Yes,2,NO DEFAULT
11533,26,75000.0,MORTGAGE,6,MEDICAL,A,13000.0,6.99,6,Yes,2,NO DEFAULT
11534,26,75000.0,MORTGAGE,3,VENTURE,B,3500.0,12.99,6,Yes,3,NO DEFAULT
11535,24,75000.0,MORTGAGE,4,EDUCATION,A,7000.0,11.99,4,Yes,3,NO DEFAULT
11536,23,65000.0,RENT,3,PERSONAL,A,10000.0,5.79,3,Yes,3,NO DEFAULT
11537,23,59000.0,RENT,3,EDUCATION,C,10000.0,15.58,3,No,3,DEFAULT
11538,22,65000.0,RENT,2,EDUCATION,A,10000.0,9.88,2,Yes,2,NO DEFAULT
11539,22,75000.0,MORTGAGE,4,MEDICAL,A,9000.0,6.99,2,Yes,2,NO DEFAULT
11540,23,75000.0,MORTGAGE,7,PERSONAL,A,4950.0,10.99,3,Yes,3,NO DEFAULT
11541,26,75000.0,MORTGAGE,7,VENTURE,A,10000.0,7.49,6,Yes,2,NO DEFAULT
11542,24,75000.0,MORTGAGE,4,VENTURE,A,19000.0,11.99,4,Yes,3,NO DEFAULT
11543,24,65000.0,RENT,4,MEDICAL,A,10000.0,10.25,4,Yes,3,NO DEFAULT
11544,26,75000.0,MORTGAGE,6,HOME IMPROVEMENT,B,29700.0,12.99,6,Yes,4,NO DEFAULT
11545,25,65000.0,RENT,4,EDUCATION,A,10000.0,10.95,5,Yes,2,NO DEFAULT
11546,25,75000.0,MORTGAGE,9,VENTURE,A,1000.0,9.99,5,Yes,4,NO DEFAULT
11547,25,65000.0,RENT,2,EDUCATION,B,10000.0,13.79,5,Yes,3,NO DEFAULT
11548,21,65000.0,RENT,5,VENTURE,B,10000.0,13.47,1,Yes,3,NO DEFAULT
11549,22,65000.0,RENT,4,PERSONAL,A,10000.0,9.45,2,Yes,3,NO DEFAULT
11550,23,65488.0,RENT,1,DEBT CONSOLIDATION,A,10000.0,11.86,3,Yes,3,NO DEFAULT
11551,22,65496.0,RENT,6,VENTURE,A,10000.0,11.11,2,Yes,4,NO DEFAULT
11552,24,75000.0,MORTGAGE,8,EDUCATION,A,3000.0,5.42,4,Yes,3,NO DEFAULT
11553,24,75000.0,MORTGAGE,5,HOME IMPROVEMENT,A,12000.0,5.99,4,Yes,2,NO DEFAULT
11554,26,65520.0,RENT,3,DEBT CONSOLIDATION,A,10000.0,7.51,6,Yes,4,NO DEFAULT
11555,25,65900.0,RENT,2,DEBT CONSOLIDATION,A,10000.0,8.49,5,Yes,2,NO DEFAULT
11556,26,75000.0,MORTGAGE,6,EDUCATION,A,5000.0,7.66,6,Yes,2,NO DEFAULT
11557,23,66000.0,RENT,2,MEDICAL,A,10000.0,9.32,3,Yes,4,NO DEFAULT
11558,26,75000.0,MORTGAGE,4,HOME IMPROVEMENT,A,12000.0,6.92,6,Yes,3,NO DEFAULT
11559,23,75000.0,OWN,5,VENTURE,A,10000.0,6.92,3,Yes,2,NO DEFAULT
11560,25,75000.0,MORTGAGE,5,DEBT CONSOLIDATION,A,10000.0,10.74,5,Yes,4,NO DEFAULT
11561,25,67000.0,RENT,9,MEDICAL,B,10000.0,13.92,5,Yes,3,NO DEFAULT
11562,25,69000.0,MORTGAGE,10,DEBT CONSOLIDATION,C,15000.0,14.54,5,Yes,3,DEFAULT
11563,23,75000.0,MORTGAGE,4,DEBT CONSOLIDATION,A,12000.0,6.92,3,Yes,4,NO DEFAULT
11564,24,75000.0,MORTGAGE,4,HOME IMPROVEMENT,A,12000.0,6.92,4,Yes,4,NO DEFAULT
11565,24,75000.0,MORTGAGE,3,HOME IMPROVEMENT,A,3000.0,11.11,4,Yes,3,NO DEFAULT
11566,22,75000.0,MORTGAGE,6,EDUCATION,A,10600.0,5.79,2,Yes,2,NO DEFAULT
11567,24,67000.0,RENT,4,MEDICAL,A,10000.0,9.64,4,Yes,4,NO DEFAULT
11569,21,75000.0,MORTGAGE,5,EDUCATION,A,5400.0,7.29,1,Yes,3,NO DEFAULT
11570,24,67600.0,RENT,7,HOME IMPROVEMENT,C,10000.0,16.02,4,Yes,2,NO DEFAULT
11571,24,68000.0,RENT,4,VENTURE,A,10000.0,6.99,4,Yes,3,NO DEFAULT
11572,24,68000.0,RENT,3,PERSONAL,C,10000.0,16.02,4,Yes,2,NO DEFAULT
11573,25,75000.0,MORTGAGE,7,HOME IMPROVEMENT,A,12000.0,7.29,5,Yes,3,NO DEFAULT
11574,24,75000.0,MORTGAGE,3,VENTURE,E,25000.0,19.74,4,Yes,4,NO DEFAULT
11575,22,75000.0,MORTGAGE,3,EDUCATION,A,9000.0,5.79,2,Yes,2,NO DEFAULT
11576,25,68000.0,RENT,1,DEBT CONSOLIDATION,B,10000.0,14.26,5,Yes,4,NO DEFAULT
11577,26,68000.0,RENT,3,EDUCATION,C,10000.0,15.05,6,Yes,4,NO DEFAULT
11578,21,68400.0,RENT,2,DEBT CONSOLIDATION,A,10000.0,11.11,1,Yes,4,NO DEFAULT
11579,23,75000.0,MORTGAGE,3,VENTURE,B,10200.0,12.68,3,Yes,2,NO DEFAULT
11580,22,62496.0,RENT,6,PERSONAL,A,10000.0,11.89,2,No,3,DEFAULT
11581,24,68750.0,RENT,6,DEBT CONSOLIDATION,A,10000.0,6.17,4,Yes,4,NO DEFAULT
11582,26,63000.0,RENT,1,VENTURE,D,10000.0,16.4,6,Yes,2,DEFAULT
11583,25,75000.0,MORTGAGE,3,PERSONAL,A,6000.0,6.92,5,Yes,2,NO DEFAULT
11584,24,69600.0,RENT,2,PERSONAL,A,10000.0,8.38,4,Yes,2,NO DEFAULT
11585,22,64000.0,RENT,2,DEBT CONSOLIDATION,A,10000.0,12.69,2,No,4,DEFAULT
11586,23,75000.0,MORTGAGE,4,EDUCATION,A,12000.0,9.62,3,Yes,2,NO DEFAULT
11587,23,75000.0,MORTGAGE,5,VENTURE,A,6400.0,5.42,3,Yes,3,NO DEFAULT
11588,24,70000.0,RENT,1,EDUCATION,A,10000.0,11.71,4,Yes,2,NO DEFAULT
11589,21,75000.0,MORTGAGE,5,EDUCATION,A,8550.0,6.91,1,Yes,3,NO DEFAULT
11590,22,70000.0,RENT,4,EDUCATION,A,10000.0,12.69,2,Yes,4,NO DEFAULT
11591,26,58650.0,MORTGAGE,5,MEDICAL,A,14000.0,6.17,6,No,4,DEFAULT
11592,24,75000.0,MORTGAGE,8,DEBT CONSOLIDATION,B,12000.0,12.61,4,Yes,4,NO DEFAULT
11593,24,75000.0,OWN,4,PERSONAL,A,6675.0,6.54,4,Yes,3,NO DEFAULT
11594,22,70000.0,RENT,5,PERSONAL,A,10000.0,6.03,2,Yes,3,NO DEFAULT
11595,25,58650.0,MORTGAGE,4,MEDICAL,A,5200.0,6.54,5,No,2,DEFAULT
11596,23,64000.0,RENT,3,VENTURE,C,10000.0,10.99,3,Yes,3,DEFAULT
11597,23,70000.0,RENT,4,EDUCATION,A,10000.0,10.99,3,Yes,3,NO DEFAULT
11598,26,75000.0,MORTGAGE,2,VENTURE,A,4000.0,5.79,6,Yes,3,NO DEFAULT
11599,26,64000.0,RENT,4,VENTURE,D,10000.0,16.4,6,No,3,DEFAULT
11600,24,75000.0,MORTGAGE,9,HOME IMPROVEMENT,A,11500.0,5.42,4,Yes,2,NO DEFAULT
11601,25,75000.0,MORTGAGE,4,VENTURE,C,20000.0,14.09,5,Yes,4,NO DEFAULT
11602,24,70000.0,RENT,4,EDUCATION,A,10000.0,7.29,4,Yes,4,NO DEFAULT
11603,24,69000.0,MORTGAGE,4,DEBT CONSOLIDATION,C,25000.0,15.57,4,No,2,DEFAULT
11604,21,75000.0,MORTGAGE,6,DEBT CONSOLIDATION,A,10000.0,10.99,1,Yes,3,NO DEFAULT
11605,25,75000.0,MORTGAGE,5,MEDICAL,A,1500.0,6.54,5,Yes,4,NO DEFAULT
11606,26,75000.0,MORTGAGE,10,EDUCATION,A,9600.0,5.42,6,Yes,3,NO DEFAULT
11607,25,75000.0,MORTGAGE,9,DEBT CONSOLIDATION,A,9600.0,5.42,5,Yes,4,NO DEFAULT
11608,25,75000.0,MORTGAGE,2,DEBT CONSOLIDATION,B,12000.0,10.99,5,Yes,3,NO DEFAULT
11609,26,75000.0,MORTGAGE,10,DEBT CONSOLIDATION,A,15350.0,6.17,6,Yes,4,NO DEFAULT
11610,23,70000.0,RENT,1,MEDICAL,A,10000.0,9.99,3,Yes,4,NO DEFAULT
11611,23,75000.0,OWN,8,EDUCATION,A,8000.0,6.17,3,Yes,2,NO DEFAULT
11612,22,75000.0,MORTGAGE,6,MEDICAL,A,25000.0,9.25,2,Yes,2,NO DEFAULT
11613,24,70000.0,RENT,8,VENTURE,D,10000.0,16.45,4,Yes,2,NO DEFAULT
11614,23,75000.0,MORTGAGE,7,EDUCATION,A,7100.0,9.25,3,Yes,2,NO DEFAULT
11615,22,75000.0,MORTGAGE,6,DEBT CONSOLIDATION,A,18000.0,5.79,2,Yes,2,NO DEFAULT
11616,22,75000.0,MORTGAGE,4,PERSONAL,C,19800.0,15.57,2,Yes,2,NO DEFAULT
11617,24,70000.0,RENT,1,EDUCATION,A,10000.0,9.88,4,Yes,2,NO DEFAULT
11618,25,70000.0,RENT,4,MEDICAL,A,10000.0,10.95,5,Yes,3,NO DEFAULT
11619,23,70000.0,RENT,2,DEBT CONSOLIDATION,A,10000.0,9.63,3,Yes,3,NO DEFAULT
11620,23,64000.0,RENT,7,EDUCATION,A,10000.0,10.99,3,No,4,DEFAULT
11621,24,70000.0,RENT,4,VENTURE,B,10000.0,12.41,4,Yes,2,NO DEFAULT
11622,26,70000.0,RENT,2,HOME IMPROVEMENT,A,10000.0,9.45,6,Yes,3,NO DEFAULT
11623,22,70800.0,RENT,6,EDUCATION,B,10000.0,12.61,2,Yes,2,NO DEFAULT
11624,25,75000.0,MORTGAGE,5,HOME IMPROVEMENT,A,3000.0,7.51,5,Yes,4,NO DEFAULT
11625,23,70872.0,RENT,7,DEBT CONSOLIDATION,B,10000.0,10.99,3,Yes,2,NO DEFAULT
11626,22,71000.0,RENT,3,MEDICAL,A,10000.0,7.29,2,Yes,2,NO DEFAULT
11627,23,71496.0,RENT,7,EDUCATION,A,10000.0,7.51,3,Yes,2,NO DEFAULT
11628,22,75000.0,MORTGAGE,6,PERSONAL,A,9000.0,7.14,2,Yes,2,NO DEFAULT
11629,24,75000.0,MORTGAGE,6,HOME IMPROVEMENT,A,12000.0,11.86,4,Yes,3,NO DEFAULT
11630,26,65600.0,RENT,5,EDUCATION,C,10000.0,13.55,6,Yes,2,DEFAULT
11631,23,75000.0,MORTGAGE,7,VENTURE,A,15000.0,10.38,3,Yes,3,NO DEFAULT
11632,22,72000.0,RENT,5,PERSONAL,C,10000.0,17.27,2,Yes,2,NO DEFAULT
11633,23,75000.0,MORTGAGE,5,VENTURE,A,5000.0,11.12,3,Yes,3,NO DEFAULT
11634,22,58650.0,MORTGAGE,5,MEDICAL,C,9250.0,15.21,2,No,4,DEFAULT
11635,26,75000.0,OWN,10,EDUCATION,B,7200.0,10.99,6,Yes,3,NO DEFAULT
11636,24,75000.0,MORTGAGE,8,PERSONAL,A,1200.0,11.49,4,Yes,2,NO DEFAULT
11637,22,75000.0,MORTGAGE,4,EDUCATION,B,15000.0,13.61,2,Yes,4,NO DEFAULT
11638,23,72000.0,RENT,7,PERSONAL,A,10000.0,10.59,3,Yes,4,NO DEFAULT
11639,23,75000.0,MORTGAGE,7,VENTURE,A,17000.0,11.12,3,Yes,2,NO DEFAULT
11640,22,75000.0,MORTGAGE,6,EDUCATION,B,16000.0,13.61,2,Yes,2,NO DEFAULT
11641,25,72000.0,RENT,2,VENTURE,A,10000.0,10.37,5,Yes,3,NO DEFAULT
11642,23,72000.0,RENT,3,PERSONAL,A,10000.0,6.91,3,Yes,2,NO DEFAULT
11643,24,75000.0,MORTGAGE,8,PERSONAL,A,5500.0,11.86,4,Yes,4,NO DEFAULT
11644,25,75000.0,MORTGAGE,8,DEBT CONSOLIDATION,A,12000.0,11.49,5,Yes,3,NO DEFAULT
11645,26,72000.0,RENT,4,DEBT CONSOLIDATION,A,10000.0,5.79,6,Yes,3,NO DEFAULT
11646,24,75000.0,MORTGAGE,8,MEDICAL,A,15000.0,7.51,4,Yes,2,NO DEFAULT
11647,21,75000.0,MORTGAGE,4,MEDICAL,A,25000.0,10.99,1,Yes,2,NO DEFAULT
11648,24,72000.0,RENT,3,PERSONAL,D,10000.0,10.99,4,Yes,4,NO DEFAULT
11649,23,72000.0,RENT,4,MEDICAL,B,10000.0,13.85,3,Yes,3,NO DEFAULT
11650,25,72345.0,RENT,10,EDUCATION,B,10000.0,12.99,5,Yes,4,NO DEFAULT
11651,22,66500.0,RENT,4,VENTURE,C,10000.0,14.11,2,Yes,2,DEFAULT
11652,26,72500.0,RENT,1,VENTURE,A,10000.0,9.96,6,Yes,3,NO DEFAULT
11653,23,72858.0,RENT,7,DEBT CONSOLIDATION,A,10000.0,11.48,3,Yes,3,NO DEFAULT
11654,25,73000.0,RENT,4,MEDICAL,A,10000.0,11.71,5,Yes,3,NO DEFAULT
11655,26,73000.0,RENT,3,PERSONAL,A,10000.0,7.29,6,Yes,3,NO DEFAULT
11656,25,73000.0,RENT,1,VENTURE,A,10000.0,7.88,5,Yes,4,NO DEFAULT
11657,26,75000.0,MORTGAGE,11,VENTURE,C,6000.0,14.96,6,Yes,3,NO DEFAULT
11658,23,75000.0,MORTGAGE,7,MEDICAL,A,6000.0,10.99,3,Yes,3,NO DEFAULT
11659,24,75000.0,MORTGAGE,6,VENTURE,A,25000.0,10.99,4,Yes,2,NO DEFAULT
11660,23,69000.0,MORTGAGE,4,HOME IMPROVEMENT,C,15000.0,14.96,3,No,2,DEFAULT
11661,24,73000.0,RENT,3,PERSONAL,A,10000.0,11.26,4,Yes,3,NO DEFAULT
11662,21,75000.0,MORTGAGE,5,PERSONAL,B,20000.0,13.11,1,Yes,2,NO DEFAULT
11663,25,75000.0,MORTGAGE,9,VENTURE,A,20000.0,10.62,5,Yes,3,NO DEFAULT
11664,26,75000.0,MORTGAGE,2,EDUCATION,A,10000.0,7.88,6,Yes,3,NO DEFAULT
11665,24,58650.0,RENT,1,MEDICAL,C,10000.0,18.25,4,No,4,DEFAULT
11666,24,75000.0,RENT,4,VENTURE,A,10000.0,6.62,4,Yes,4,NO DEFAULT
11667,25,75000.0,MORTGAGE,1,MEDICAL,A,8000.0,7.51,5,Yes,3,NO DEFAULT
11668,24,75000.0,RENT,8,PERSONAL,A,10000.0,9.91,4,Yes,3,NO DEFAULT
11669,24,75000.0,MORTGAGE,8,EDUCATION,A,5000.0,6.76,4,Yes,4,NO DEFAULT
11670,23,75000.0,MORTGAGE,3,MEDICAL,B,11000.0,13.85,3,Yes,2,NO DEFAULT
11671,24,75000.0,OWN,8,EDUCATION,A,15000.0,10.99,4,Yes,2,NO DEFAULT
11672,25,75000.0,OWN,9,EDUCATION,A,5600.0,10.62,5,Yes,2,NO DEFAULT
11673,22,75000.0,RENT,6,DEBT CONSOLIDATION,A,10000.0,7.51,2,Yes,4,NO DEFAULT
11674,23,75000.0,OWN,5,VENTURE,C,12500.0,15.33,3,Yes,3,NO DEFAULT
11675,24,75000.0,OWN,2,PERSONAL,A,8500.0,11.36,4,Yes,4,NO DEFAULT
11676,26,58650.0,MORTGAGE,3,MEDICAL,B,17500.0,10.99,6,No,4,DEFAULT
11677,23,75000.0,RENT,4,PERSONAL,A,10000.0,11.49,3,Yes,2,NO DEFAULT
11678,26,75000.0,MORTGAGE,4,DEBT CONSOLIDATION,A,21000.0,11.48,6,Yes,4,NO DEFAULT
11679,23,58650.0,MORTGAGE,7,MEDICAL,A,5000.0,8.59,3,No,3,DEFAULT
11680,26,75000.0,RENT,4,EDUCATION,A,10000.0,7.49,6,Yes,4,NO DEFAULT
11681,23,75000.0,MORTGAGE,7,EDUCATION,A,8000.0,7.05,3,Yes,2,NO DEFAULT
11682,25,75000.0,RENT,9,PERSONAL,A,10000.0,7.49,5,Yes,3,NO DEFAULT
11683,23,75000.0,OWN,7,VENTURE,A,20400.0,7.74,3,Yes,4,NO DEFAULT
11684,22,75000.0,MORTGAGE,4,DEBT CONSOLIDATION,A,24000.0,11.83,2,Yes,4,NO DEFAULT
11685,23,75000.0,MORTGAGE,4,PERSONAL,A,5400.0,8.94,3,Yes,3,NO DEFAULT
11686,24,69000.0,RENT,4,PERSONAL,D,10000.0,17.14,4,No,4,DEFAULT
11687,25,75000.0,MORTGAGE,9,DEBT CONSOLIDATION,B,8500.0,13.22,5,Yes,4,NO DEFAULT
11688,23,75000.0,MORTGAGE,3,EDUCATION,A,4900.0,7.74,3,Yes,4,NO DEFAULT
11689,24,75000.0,OWN,4,MEDICAL,A,9600.0,8.94,4,Yes,3,NO DEFAULT
11690,24,75000.0,OTHER,5,HOME IMPROVEMENT,B,12000.0,14.26,4,Yes,3,NO DEFAULT
11691,23,75000.0,MORTGAGE,4,EDUCATION,A,8000.0,8.59,3,Yes,2,NO DEFAULT
11692,26,75000.0,RENT,4,HOME IMPROVEMENT,A,10000.0,6.17,6,Yes,4,NO DEFAULT
11693,22,75000.0,RENT,6,VENTURE,A,10000.0,5.79,2,Yes,3,NO DEFAULT
11694,25,69000.0,RENT,3,HOME IMPROVEMENT,C,10000.0,14.09,5,Yes,2,DEFAULT
11695,24,75000.0,MORTGAGE,8,HOME IMPROVEMENT,A,25000.0,11.83,4,Yes,2,NO DEFAULT
11696,22,75000.0,RENT,4,VENTURE,A,10000.0,6.54,2,Yes,4,NO DEFAULT
11697,23,75000.0,OWN,5,VENTURE,A,7600.0,8.59,3,Yes,4,NO DEFAULT
11698,26,75000.0,RENT,10,EDUCATION,C,10000.0,15.58,6,Yes,2,NO DEFAULT
